Task Name,Task Description,Folder Name,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia,Secuencia Import
Wireframes: dashboard general e indicadores de telemetría (KPIs),"Diseño de dashboard principal con widgets de KPIs operacionales, alertas y tendencias.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,SENSORES",14,P1-M1-016,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-014,Media,Bajo,Frontend,Desarrollo,S1-S3,Junio,90.9,Agile — Desarrollo por Sprint,243
Diseño del dashboard ejecutivo para Gerencia,"Dashboard de alto nivel para gerentes y directores: KPIs de producción, estado de informes, alertas de sensores, mapa ejecutivo simplificado, indicadores de cumplimiento. Vista de un vistazo (glanceable).",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"EXPERIENCIA_USUARIO,GERENCIA",32,FE2-U11,"FRONTEND 2 — UX y Soporte (desde mes 2), Soporte PMO — Analista Funcional y Documentador",R4,P1-M1-016,Alta,Medio,Frontend,Desarrollo,S7-S9,Septiembre,90.8,Agile — Desarrollo por Sprint,244
Pantallas ejecutivas de gerencia (dashboards de dirección),"Implementación de dashboards de alto nivel para directivos: resumen de producción, estado de informes por zona, tendencias de alertas, mapa ejecutivo, indicadores de cumplimiento normativo.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"GERENCIA,EXPERIENCIA_USUARIO",29,FE1-O06,"FRONTEND 1 — Interfaces (mes 1 al 6), Soporte PMO — Analista Funcional y Documentador",R4,FE2-U11,Alta,Medio,Frontend,Desarrollo,S7-S9,Septiembre,99.7,Agile — Desarrollo por Sprint,245
Wireframes: editor de reportes técnicos avanzados (ReportStudio),"Prototipo del ReportStudio: toolbar, formato, tablas, imágenes, reglas horizontales, firma digital, auto-guardado.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,High,2026-06-01,2026-06-30,"EXPERIENCIA_USUARIO,EXPORTACION,EDITOR_INFORMES",16,P1-M1-017,FRONTEND 1 — Interfaces (mes 1 al 6),R1,P1-M1-014,Alta,Medio,Frontend,Desarrollo,S1-S3,Junio,90.9,Agile — Desarrollo por Sprint,246
Aprobación gerencial de arquitectura y documentos de diseño,"Presentación formal y aprobación de diseño técnico, stack tecnológico y plan de ejecución.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Urgent,2026-06-01,2026-06-30,"ARQUITECTURA,CRITICO,DOCUMENTACION",8,P1-M1-018,ARQ-Arquitecto TI / PMO,R1,P1-M1-012,Baja,Alto,Arquitectura,Desarrollo,S1-S3,Junio,99.6,Agile — Desarrollo por Sprint,247
Configurar registro automatico de cambios en la base de datos (auditoria),"Crear mecanismos en la base de datos que registren automaticamente cuando alguien modifica, elimina o accede a informacion sensible: quien hizo el cambio, cuando, y que datos se modificaron. Esencial para cumplimiento normativo minero.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"DATOS,SEGURIDAD",11,P1-M1-019,BACKEND 1 — DBA / Arq. Datos y Core,R1,P1-M1-008,Media,Medio,Backend,Desarrollo,S1-S3,Junio,98.5,Agile — Desarrollo por Sprint,248
"Documentar módulos (informes, autorizaciones)",Especificación funcional detallada de cada módulo del sistema de reportabilidad.,Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"DOCUMENTACION,ARQUITECTURA",21,P1-M1-020,"ARQ-Arquitecto TI / PMO, BACKEND 1 — DBA / Arq. Datos y Core, Soporte PMO — Analista Funcional y Documentador",R1,P1-M1-012,Media,Bajo,Arquitectura,Desarrollo,S1-S3,Junio,99.6,Agile — Desarrollo por Sprint,249
Inicializar repositorio C++ (CMakeLists y vcpkg),"Setup del proyecto C++ con CMake, vcpkg, estructura de directorios, CI local y compilación base.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,INFRAESTRUCTURA",11,P1-M2-001,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M1-005,Media,Bajo,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,250
Desarrollar estructuras de red nativas con Boost.Asio,Construccion del modulo de comunicaciones de red de alta velocidad que permite al sistema enviar y recibir datos de sensores en milisegundos.,Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,CRITICO",32,P1-M2-002,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R2,P1-M2-001,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,251
Crear servidor de comunicacion en tiempo real (WebSocket),Servidor que permite enviar actualizaciones instantaneas a las pantallas de los usuarios sin que tengan que refrescar la pagina.,Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,CRITICO",39,P1-M2-003,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), FRONTEND 1 — Interfaces (mes 1 al 6)",R2,P1-M2-002,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,252
Notificaciones in-app en tiempo real (vía WebSocket),"Sistema de notificaciones dentro de la plataforma vía WebSocket: badge con contador, panel de notificaciones, sonido configurable. Tipos: informe pendiente, aprobación recibida, alerta sensor, mención en comentario.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"NOTIFICACIONES,DATOS,INTEGRACION",24,BE3-I08,BACKEND 3 — Integraciones,R4,P1-M2-003,Alta,Medio,Backend,Desarrollo,S7-S9,Septiembre,90,Agile — Desarrollo por Sprint,253
Optimizar formato de envio de datos de sensores (compresion ligera),"Crear un formato compacto para enviar datos de sensores que consuma el minimo de ancho de banda, especialmente importante en zonas de mina con conexion limitada.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,SENSORES",27,P1-M2-004,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-002,Alta,Medio,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,254
"Implementar endpoints REST: autorización, revisión y firmas","API REST completa para CRUD de informes, flujo de aprobación y firma digital.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,SEGURIDAD",43,P1-M2-005,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R2,P1-M2-003,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,255
Documentación API completa (Swagger/OpenAPI 3.0),"Documentación auto-generada de todas las APIs REST: endpoints, parámetros, respuestas, códigos de error, ejemplos. Portal interactivo Swagger UI para el equipo y futuros integradores.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"INTEGRACION,DOCUMENTACION,DATOS",32,BE3-I01,"BACKEND 3 — Integraciones, Soporte PMO — Analista Funcional y Documentador",R2,P1-M2-005,Media,Bajo,Backend,Desarrollo,S3-S5,Julio,90,Agile — Desarrollo por Sprint,256
Implementar sistema de login seguro con tokens cifrados,Sistema de autenticacion donde cada usuario recibe un token cifrado al ingresar. El token se renueva automaticamente y garantiza que solo usuarios autorizados accedan al sistema.,Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"SEGURIDAD,DATOS,CRITICO",36,P1-M2-006,"BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), FRONTEND 1 — Interfaces (mes 1 al 6)",R2,P1-M1-006,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,90.1,Agile — Desarrollo por Sprint,257
Control de sesiones de usuario: desconexion automatica y limite de accesos simultaneos,"Seguridad de las sesiones de usuario: cierre automatico despues de 30 minutos sin actividad, maximo 8 horas de sesion continua, posibilidad de cerrar sesiones remotamente, maximo 3 sesiones simultaneas por usuario, alerta si se detecta acceso desde una ubicacion inusual.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"SEGURIDAD,DATOS",24,BE2-S04,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R3,P1-M2-006,Alta,Alto,Backend,Desarrollo,S5-S7,Agosto,90,Agile — Desarrollo por Sprint,258
Servicio de rotación automática de claves criptográficas,"Sistema automatizado de rotación de claves: JWT signing keys (cada 30 días), encryption keys (cada 90 días), API keys de integraciones. Zero-downtime rotation, backward compatibility durante ventana de transición.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"SEGURIDAD,DATOS",24,BE2-S08,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R4,P1-M2-006,Alta,Alto,Backend,Desarrollo,S7-S9,Septiembre,90,Agile — Desarrollo por Sprint,259
Conectar el motor del sistema con la base de datos PostgreSQL,"Establecer la conexion entre el servidor C++ y la base de datos, con multiples conexiones simultaneas para alto rendimiento.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,DATOS,15,P1-M2-007,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-001,Media,Medio,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,260
Crear servicio para guardar y recuperar informes con historial de cambios,"Servicio que permite guardar cada version de un informe, recuperar versiones anteriores y rastrear quien hizo cada cambio.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES",21,P1-M2-008,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-007,Alta,Medio,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,261
Crear proceso de importacion de datos desde sistemas antiguos de la mina,"Proceso automatizado que extrae datos de los sistemas actuales de la mina, los transforma al nuevo formato y los carga en la base de datos de la plataforma.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,DATOS,26,P1-M2-009,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-007,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,262
Sincronizacion continua de base de datos con plataforma AWS actual,Modulo que lee en tiempo real la base de datos de la plataforma minera actual (alojada en AWS) y sincroniza los datos hacia la nueva base de datos en el datacenter VPS Lima. Esta es la UNICA conexion con AWS: lectura continua de datos para mantener ambas plataformas sincronizadas durante la transicion.,Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,CRITICO",32,P1-M2-010,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R2,P1-M2-009,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,263
Modulo de recepcion y procesamiento de datos de sensores en tiempo real,"Componente que recibe continuamente datos de los sensores de la mina (temperatura, presion, vibracion) y los procesa al instante para mostrar en pantalla y generar alertas.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,SENSORES,CRITICO",32,P1-M2-011,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-003,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,264
Manejo de cortes de conexion en zonas de mina con red inestable,"El sistema se reconecta automaticamente cuando se pierde la senal, guarda los datos pendientes y los envia cuando la conexion regresa.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,SENSORES",27,P1-M2-012,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-003,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,265
"Cargar catalogos de personal, zonas y equipos en el ambiente de pruebas","Importar al ambiente de pruebas toda la informacion base de la operacion minera: listado de trabajadores, zonas geograficas de la mina, inventario de equipos y maquinaria. Esta informacion es necesaria para que el sistema funcione con datos reales.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-06-30,2026-07-31,DATOS,15,P1-M2-013,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-009,Media,Medio,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,266
"Disenar estructura de base de datos para almacenar formato de informes (fuentes, colores, reglas)","Crear la estructura en la base de datos que guarda todo el formato de los informes: tipo de letra, tamano, negritas, colores de texto y fondo, reglas horizontales, alineacion. Permite que el informe se vea identico cada vez que se abre.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES,CRITICO",21,P1-M2-014,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M1-007,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,267
Servicio de guardado automatico del informe (auto-save cada pocos segundos),"El sistema guarda automaticamente los cambios del informe cada pocos segundos, enviando solo lo que cambio (no todo el documento). Si dos personas editan al mismo tiempo, detecta y resuelve conflictos. Tiempo de guardado menor a medio segundo.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES,CRITICO",21,P1-M2-015,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-008,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,268
Sistema de historial de versiones del informe con comparador de cambios,"Cada vez que se guarda un informe se crea una nueva version con nombre del autor y fecha. Permite comparar dos versiones y ver exactamente que se agrego, elimino o modifico (texto en verde = nuevo, rojo = eliminado).",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES",27,P1-M2-016,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-008,Alta,Medio,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,269
Bloqueo de informe cuando alguien lo esta editando (evitar sobreescrituras),"Cuando un usuario abre un informe para editar, el sistema lo bloquea para otros usuarios. Se muestra quien esta editando. Si el usuario se desconecta, el bloqueo se libera automaticamente.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES",20,P1-M2-017,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-003,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,270
Cifrado de datos confidenciales almacenados en la base de datos,"Los informes marcados como confidenciales y los datos biometricos se guardan cifrados en la base de datos. Si alguien accede directamente a la base de datos, no podra leer el contenido sin la clave.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"SEGURIDAD,DATOS",27,P1-M2-018,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R2,P1-M2-006,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,98.5,Agile — Desarrollo por Sprint,271
"Control de permisos por rol: quien puede ver, editar, aprobar y firmar cada informe","Sistema que verifica en cada operacion si el usuario tiene permiso: administradores, supervisores, ingenieros y lectores tienen accesos diferentes. Cada rol solo puede hacer lo que le corresponde (crear, editar, aprobar, firmar, exportar).",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"SEGURIDAD,DATOS,CRITICO",32,P1-M2-019,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R2,P1-M2-006,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,90.1,Agile — Desarrollo por Sprint,272
Convertidor de datos del sistema antiguo al formato de la nueva plataforma,"Herramienta que toma los datos del sistema minero anterior (archivos CSV, XML y otros formatos) y los convierte al formato de la nueva plataforma. Incluye limpieza de datos y reporte de errores encontrados.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,DATOS,32,P1-M2-020,BACKEND 3 — Integraciones,R2,P1-M2-009,Alta,Medio,Backend,Desarrollo,S3-S5,Julio,90,Agile — Desarrollo por Sprint,273
"Prototipar UI: flujo de autorización, revisión y firmas de informes","Implementacion React del flujo completo: crear informe, revisar, aprobar, firmar y publicar.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Urgent,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,DATOS,CRITICO",25,P1-M3-001,FRONTEND 1 — Interfaces (mes 1 al 6),R3,P1-M1-017,Alta,Alto,Frontend,Desarrollo,S5-S7,Agosto,95.9,Agile — Desarrollo por Sprint,274
Prototipar UI: búsqueda avanzada y filtrado de informes,"Componente de búsqueda full-text con filtros por fecha, autor, estado, tipo y zona minera.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,DATOS",16,P1-M3-002,FRONTEND 1 — Interfaces (mes 1 al 6),R3,P1-M3-001,Media,Bajo,Frontend,Desarrollo,S5-S7,Agosto,95.9,Agile — Desarrollo por Sprint,275
Prototipar UI en Figma: pantallas de identidad y biometría,"Diseño de pantallas de registro facial, captura biométrica y verificación de identidad.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,SEGURIDAD,INTELIGENCIA_ARTIFICIAL",24,P1-M3-003,FRONTEND 2 — UX y Soporte (desde mes 2),R3,P1-M1-014,Media,Medio,Frontend,Desarrollo,S5-S7,Agosto,98.8,Agile — Desarrollo por Sprint,276
Prototipar UI: dashboard central y mapas GIS Lidar,"Dashboard operacional con mapas Leaflet, capas GIS, puntos de sensores y tracking en vivo.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Urgent,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,MAPAS,SENSORES,CRITICO",36,P1-M3-004,"FRONTEND 1 — Interfaces (mes 1 al 6), FRONTEND 2 — UX y Soporte (desde mes 2)",R3,P1-M1-016,Alta,Alto,Frontend,Desarrollo,S5-S7,Agosto,95.9,Agile — Desarrollo por Sprint,277
Prototipar UI: dictado por voz y corrección vía IA,Componente de dictado con WebSpeech API y corrección automática vía modelo NLP.,Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",29,P1-M3-005,"FRONTEND 1 — Interfaces (mes 1 al 6), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R3,,Alta,Alto,Frontend,Desarrollo,S5-S7,Agosto,95.9,Agile — Desarrollo por Sprint,278
Definir micro-interacciones y animaciones de notificaciones de estado,"Animaciones de feedback: guardado, envío, aprobación, error, alertas de sensores.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-07-27,2026-08-31,EXPERIENCIA_USUARIO,16,P1-M3-006,FRONTEND 2 — UX y Soporte (desde mes 2),R3,P1-M3-001,Baja,Bajo,Frontend,Desarrollo,S5-S7,Agosto,98.8,Agile — Desarrollo por Sprint,279
