Task Name,Task Description,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia
Documentación API completa (Swagger/OpenAPI 3.0),"Documentación auto-generada de todas las APIs REST: endpoints, parámetros, respuestas, códigos de error, ejemplos. Portal interactivo Swagger UI para el equipo y futuros integradores.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"INTEGRACION,DOCUMENTACION,DATOS",32,BE3-I01,"BACKEND 3 — Integraciones, Soporte PMO — Analista Funcional y Documentador",R2,P1-M2-005,Media,Bajo,Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
Implementar sistema de login seguro con tokens cifrados,Sistema de autenticacion donde cada usuario recibe un token cifrado al ingresar. El token se renueva automaticamente y garantiza que solo usuarios autorizados accedan al sistema.,MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"SEGURIDAD,DATOS,CRITICO",37,P1-M2-006,"BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), FRONTEND 1 — Interfaces (mes 1 al 6), BACKEND 3 — Integraciones",R2,P1-M1-006,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
Control de sesiones de usuario: desconexion automatica y limite de accesos simultaneos,"Seguridad de las sesiones de usuario: cierre automatico despues de 30 minutos sin actividad, maximo 8 horas de sesion continua, posibilidad de cerrar sesiones remotamente, maximo 3 sesiones simultaneas por usuario, alerta si se detecta acceso desde una ubicacion inusual.",MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"SEGURIDAD,DATOS",23,BE2-S04,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R3,P1-M2-006,Alta,Alto,Backend,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Servicio de rotación automática de claves criptográficas,"Sistema automatizado de rotación de claves: JWT signing keys (cada 30 días), encryption keys (cada 90 días), API keys de integraciones. Zero-downtime rotation, backward compatibility durante ventana de transición.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"SEGURIDAD,DATOS",23,BE2-S08,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R4,P1-M2-006,Alta,Alto,Backend,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
Conectar el motor del sistema con la base de datos PostgreSQL,"Establecer la conexion entre el servidor C++ y la base de datos, con multiples conexiones simultaneas para alto rendimiento.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,DATOS,14,P1-M2-007,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-001,Media,Medio,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Crear servicio para guardar y recuperar informes con historial de cambios,"Servicio que permite guardar cada version de un informe, recuperar versiones anteriores y rastrear quien hizo cada cambio.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES",18,P1-M2-008,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-007,Alta,Medio,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Crear proceso de importacion de datos desde sistemas antiguos de la mina,"Proceso automatizado que extrae datos de los sistemas actuales de la mina, los transforma al nuevo formato y los carga en la base de datos de la plataforma.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,DATOS,24,P1-M2-009,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-007,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Sincronizacion continua de base de datos con plataforma AWS actual,Modulo que lee en tiempo real la base de datos de la plataforma minera actual (alojada en AWS) y sincroniza los datos hacia la nueva base de datos en el datacenter VPS Lima. Esta es la UNICA conexion con AWS: lectura continua de datos para mantener ambas plataformas sincronizadas durante la transicion.,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,CRITICO",24,P1-M2-010,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-009,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Modulo de recepcion y procesamiento de datos de sensores en tiempo real,"Componente que recibe continuamente datos de los sensores de la mina (temperatura, presion, vibracion) y los procesa al instante para mostrar en pantalla y generar alertas.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,SENSORES,CRITICO",31,P1-M2-011,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-003,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Manejo de cortes de conexion en zonas de mina con red inestable,"El sistema se reconecta automaticamente cuando se pierde la senal, guarda los datos pendientes y los envia cuando la conexion regresa.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,SENSORES",24,P1-M2-012,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-003,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Motor offline informe tecnico: BD local en terminal y cola de sincronizacion,"Persistencia local (IndexedDB + SQLite WASM en terminal) para cambios factibles del informe tecnico en zonas sin conectividad. Cola de operaciones con reintentos, marcas de tiempo y reconciliacion automatica al detectar servidor.",MES3_AGOSTO_Frontend_Core,Backlog,Urgent,2026-11-30,2026-11-30,"SIN_CONEXION,DATOS,CRITICO",40,P1-ALC-A1,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R3,P1-M2-012,Alta,Alto,Backend,Desarrollo,S13,Transversal,90.0,Agile — Desarrollo por Sprint
"UI offline: edicion local, indicadores de sync y reconciliacion en ReportStudio","Modo offline completo: guardado local, badge online/offline/syncing, barra de progreso de sincronizacion y resolucion visual de conflictos al reconectar. FE1 lidera; FE2 valida usabilidad en tablet de campo.",MES3_AGOSTO_Frontend_Core,Backlog,Urgent,2026-11-30,2026-11-30,"SIN_CONEXION,EXPERIENCIA_USUARIO,EDITOR_INFORMES,CRITICO",32,P1-ALC-A2,"FRONTEND 1 — Interfaces (mes 1 al 6), FRONTEND 2 — UX y Soporte (desde mes 2)",R3,P1-ALC-A1,Alta,Alto,Frontend,Desarrollo,S13,Transversal,97.8,Agile — Desarrollo por Sprint
"Cargar catalogos de personal, zonas y equipos en el ambiente de pruebas","Importar al ambiente de pruebas toda la informacion base de la operacion minera: listado de trabajadores, zonas geograficas de la mina, inventario de equipos y maquinaria. Esta informacion es necesaria para que el sistema funcione con datos reales.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-06-30,2026-07-31,DATOS,14,P1-M2-013,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-009,Media,Medio,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
"Disenar estructura de base de datos para almacenar formato de informes (fuentes, colores, reglas)","Crear la estructura en la base de datos que guarda todo el formato de los informes: tipo de letra, tamano, negritas, colores de texto y fondo, reglas horizontales, alineacion. Permite que el informe se vea identico cada vez que se abre.",MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES,CRITICO",18,P1-M2-014,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M1-007,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Servicio de guardado automatico del informe (auto-save cada pocos segundos),"El sistema guarda automaticamente los cambios del informe cada pocos segundos, enviando solo lo que cambio (no todo el documento). Si dos personas editan al mismo tiempo, detecta y resuelve conflictos. Tiempo de guardado menor a medio segundo.",MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES,CRITICO",18,P1-M2-015,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-M2-008,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Sistema de historial de versiones del informe con comparador de cambios,"Cada vez que se guarda un informe se crea una nueva version con nombre del autor y fecha. Permite comparar dos versiones y ver exactamente que se agrego, elimino o modifico (texto en verde = nuevo, rojo = eliminado).",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES",24,P1-M2-016,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-008,Alta,Medio,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Bloqueo de informe cuando alguien lo esta editando (evitar sobreescrituras),"Cuando un usuario abre un informe para editar, el sistema lo bloquea para otros usuarios. Se muestra quien esta editando. Si el usuario se desconecta, el bloqueo se libera automaticamente.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"DATOS,EDITOR_INFORMES",19,P1-M2-017,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 3 — Integraciones",R2,P1-M2-003,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
Cifrado de datos confidenciales almacenados en la base de datos,"Los informes marcados como confidenciales y los datos biometricos se guardan cifrados en la base de datos. Si alguien accede directamente a la base de datos, no podra leer el contenido sin la clave.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,"SEGURIDAD,DATOS",24,P1-M2-018,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R2,P1-M2-006,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,99.7,Agile — Desarrollo por Sprint
"Control de permisos por rol: quien puede ver, editar, aprobar y firmar cada informe","Sistema que verifica en cada operacion si el usuario tiene permiso: administradores, supervisores, ingenieros y lectores tienen accesos diferentes. Cada rol solo puede hacer lo que le corresponde (crear, editar, aprobar, firmar, exportar).",MES2_JULIO_Core_Seguridad,Backlog,Urgent,2026-06-30,2026-07-31,"SEGURIDAD,DATOS,CRITICO",31,P1-M2-019,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R2,P1-M2-006,Alta,Alto,Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
IA: PoC corrector ortografico LanguageTool + vocabulario minero,Integracion inicial de correccion linguistica con diccionario tecnico minero peruano/latam.,MES2_JULIO_Backend_Core,Backlog,High,2026-10-01,2026-10-29,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",26,P1-LOAD-IA-01,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R2,P1-M2-019,Alta,Medio,IA,Desarrollo,S9-S11,Transversal,99.1,Agile — Desarrollo por Sprint
IA: pipeline STT Whisper con acento regional y ruido de socavon,Entrenamiento/fine-tuning de vocabulario minero para dictado por voz en condiciones ruidosas.,MES3_AGOSTO_Frontend_Core,Backlog,High,2026-10-29,2026-11-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",30,P1-LOAD-IA-02,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), BACKEND 3 — Integraciones",R3,P1-LOAD-IA-01,Alta,Alto,IA,Desarrollo,S11-S13,Transversal,99.1,Agile — Desarrollo por Sprint
IA: modelos ONNX biometria y deteccion EPP en stream CCTV,Despliegue de inferencia facial liveness y vision EPP integrada a alertas operativas.,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SEGURIDAD,SENSORES",34,P1-LOAD-IA-03,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R5,P1-LOAD-IA-02,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Convertidor de datos del sistema antiguo al formato de la nueva plataforma,"Herramienta que toma los datos del sistema minero anterior (archivos CSV, XML y otros formatos) y los convierte al formato de la nueva plataforma. Incluye limpieza de datos y reporte de errores encontrados.",MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,DATOS,32,P1-M2-020,BACKEND 3 — Integraciones,R2,P1-M2-009,Alta,Medio,Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
"Prototipar UI: flujo de autorización, revisión y firmas de informes","Implementacion React del flujo completo: crear informe, revisar, aprobar, firmar y publicar.",MES3_AGOSTO_UX_Sensores,Backlog,Urgent,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,DATOS,CRITICO",13,P1-M3-001,FRONTEND 1 — Interfaces (mes 1 al 6),R3,P1-M1-017,Alta,Alto,Frontend,Desarrollo,S5-S7,Agosto,99.1,Agile — Desarrollo por Sprint
Workspace de multiples borradores de informe tecnico (1..N documentos),"Bandeja de borradores: crear, renombrar, duplicar, previsualizar y convertir a informe formal. Soporte de uno o mas documentos en estado Borrador por usuario y tenant.",MES3_AGOSTO_Frontend_Core,Backlog,High,2026-10-29,2026-11-25,"EDITOR_INFORMES,EXPERIENCIA_USUARIO,DATOS",13,P1-ALC-B1,FRONTEND 1 — Interfaces (mes 1 al 6),R2,P1-M3-001,Alta,Medio,Frontend,Desarrollo,S11-S13,Transversal,100.0,Agile — Desarrollo por Sprint
API backend: CRUD borradores multi-documento y transicion borrador-revision,"Endpoints para crear, listar, archivar y promover borradores multiples. Versionado ligero pre-aprobacion y metadatos de estado por tenant.",MES3_AGOSTO_Frontend_Core,Backlog,High,2026-11-25,2026-11-30,"DATOS,EDITOR_INFORMES",18,P1-ALC-B2,BACKEND 1 — DBA / Arq. Datos y Core,R2,P1-ALC-B1,Media,Medio,Backend,Desarrollo,S13,Transversal,90.0,Agile — Desarrollo por Sprint
Manual funcional: flujo de borradores multiples para supervisores de turno,"Procedimiento operativo no tecnico para crear, gestionar y cerrar borradores en turno minero. Revision con FE1 y validacion QA.",MES3_AGOSTO_Frontend_Core,Backlog,Normal,2026-11-25,2026-11-30,"DOCUMENTACION,EDITOR_INFORMES,SOPORTE",23,P1-ALC-B3,"Soporte PMO — Analista Funcional y Documentador, FRONTEND 1 — Interfaces (mes 1 al 6)",R3,P1-ALC-B1,Baja,Bajo,Frontend,Desarrollo,S13,Transversal,90.0,Agile — Desarrollo por Sprint
QA: pruebas regresion editor TipTap y exportacion temprana,"Validacion continua de formato, tablas, imagenes y export PDF/DOCX en iteraciones quincenales.",MES3_AGOSTO_Frontend_Core,Backlog,High,2026-10-29,2026-11-25,"PRUEBAS_CALIDAD,EDITOR_INFORMES,EXPORTACION",32,P1-LOAD-QA-02,QA-Calidad (desde mes 2),R3,P1-M3-001,Media,Medio,QA,Desarrollo,S11-S13,Transversal,100.0,Agile — Desarrollo por Sprint
"QA: pentest funcional, OWASP y pruebas de carga incremental","Bateria de seguridad aplicativa, inyeccion SQL/XSS y load test progresivo hacia 10k sensores.",MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"PRUEBAS_CALIDAD,SEGURIDAD",38,P1-LOAD-QA-03,"QA-Calidad (desde mes 2), BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R5,P1-LOAD-QA-02,Alta,Alto,QA,Desarrollo,S9-S13,Octubre,91.4,Agile — Desarrollo por Sprint
Prototipar UI: búsqueda avanzada y filtrado de informes,"Componente de búsqueda full-text con filtros por fecha, autor, estado, tipo y zona minera.",MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,DATOS",13,P1-M3-002,FRONTEND 1 — Interfaces (mes 1 al 6),R3,P1-M3-001,Media,Bajo,Frontend,Desarrollo,S5-S7,Agosto,99.1,Agile — Desarrollo por Sprint
Prototipar UI en Figma: pantallas de identidad y biometría,"Diseño de pantallas de registro facial, captura biométrica y verificación de identidad.",MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,SEGURIDAD,INTELIGENCIA_ARTIFICIAL",20,P1-M3-003,FRONTEND 2 — UX y Soporte (desde mes 2),R3,P1-M1-014,Media,Medio,Frontend,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Prototipar UI: dashboard central y mapas GIS Lidar,"Dashboard operacional con mapas Leaflet, capas GIS, puntos de sensores y tracking en vivo.",MES3_AGOSTO_UX_Sensores,Backlog,Urgent,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,MAPAS,SENSORES,CRITICO",29,P1-M3-004,"FRONTEND 1 — Interfaces (mes 1 al 6), FRONTEND 2 — UX y Soporte (desde mes 2)",R3,P1-M1-016,Alta,Alto,Frontend,Desarrollo,S5-S7,Agosto,99.1,Agile — Desarrollo por Sprint
Optimizacion de menu: reduccion de pasos en flujos frecuentes de operacion,"Accesos directos, favoritos, breadcrumbs inteligentes y menu contextual por modulo. Meta: reducir al menos 40% los clics en los 10 flujos mas usados en mina.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,EXPERIENCIA_USUARIO,28,P1-ALC-E1,"FRONTEND 1 — Interfaces (mes 1 al 6), FRONTEND 2 — UX y Soporte (desde mes 2)",R3,P1-M3-004,Media,Medio,Frontend,Desarrollo,S7-S9,Septiembre,98.3,Agile — Desarrollo por Sprint
"FE2: iteracion paneles retráctiles, alarmas UI y accesibilidad industrial","Refinar paneles laterales, alertas visuales de sensores y contraste para operacion nocturna en mina.",MES3_AGOSTO_Frontend_Core,Backlog,High,2026-10-29,2026-11-25,"EXPERIENCIA_USUARIO,SENSORES",24,P1-LOAD-FE2-02,"FRONTEND 2 — UX y Soporte (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R3,P1-M3-004,Media,Medio,Frontend,Desarrollo,S11-S13,Transversal,90.0,Agile — Desarrollo por Sprint
Prototipar UI: dictado por voz y corrección vía IA,Componente de dictado con WebSpeech API y corrección automática vía modelo NLP.,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",24,P1-M3-005,"FRONTEND 1 — Interfaces (mes 1 al 6), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R3,,Alta,Alto,Frontend,Desarrollo,S5-S7,Agosto,99.1,Agile — Desarrollo por Sprint
Definir micro-interacciones y animaciones de notificaciones de estado,"Animaciones de feedback: guardado, envío, aprobación, error, alertas de sensores.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-07-27,2026-08-31,EXPERIENCIA_USUARIO,14,P1-M3-006,FRONTEND 2 — UX y Soporte (desde mes 2),R3,P1-M3-001,Baja,Bajo,Frontend,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Revisar UX con el área de operaciones (ingenieros en mina),Sesiones de usabilidad con usuarios finales en la unidad minera para validar prototipos.,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"EXPERIENCIA_USUARIO,DOCUMENTACION",23,P1-M3-007,"FRONTEND 2 — UX y Soporte (desde mes 2), ARQ-Arquitecto TI / PMO",R3,P1-M3-004,Media,Medio,Frontend,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
Sistema empresarial de teclas rapidas para funcionalidades del informe,"Mapa completo de atajos: editor, navegacion, exportacion, sensores y mapas. Overlay Ctrl+/ con busqueda fuzzy y personalizacion por rol.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"EXPERIENCIA_USUARIO,EDITOR_INFORMES",13,P1-ALC-D1,FRONTEND 1 — Interfaces (mes 1 al 6),R3,P1-M3-007,Media,Bajo,Frontend,Desarrollo,S7-S9,Septiembre,98.3,Agile — Desarrollo por Sprint
Auto-ocultamiento de barra superior al entrar a funcionalidades internas,"Al abrir editor, mapa o streaming, ocultar ribbon superior maximizando lienzo. Toggle manual y persistencia de preferencia por usuario.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"EXPERIENCIA_USUARIO,EDITOR_INFORMES",13,P1-ALC-F1,FRONTEND 1 — Interfaces (mes 1 al 6),R2,P1-M3-007,Media,Bajo,Frontend,Desarrollo,S7-S9,Septiembre,98.3,Agile — Desarrollo por Sprint
Paneles laterales colapsados a iconos cuando no estan en uso activo,Sidebars izquierdo y derecho del lienzo en modo icon-only por defecto; expand on hover/focus; eliminar textos redundantes para experiencia visual industrial premium.,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"EXPERIENCIA_USUARIO,EDITOR_INFORMES",28,P1-ALC-G1,"FRONTEND 1 — Interfaces (mes 1 al 6), FRONTEND 2 — UX y Soporte (desde mes 2)",R3,P1-ALC-F1,Media,Medio,Frontend,Desarrollo,S7-S9,Septiembre,98.3,Agile — Desarrollo por Sprint
